FULL ADDRESS,PARCEL_NO,X,Y,C.TRACT.,C.BLOCK.,CASE#,V.I.D,VIOLATION TYPE,ISSUED,COMP_TYPE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B201906498,BCOE669,RESPONSIBILITIES OF OCCUPANTS, 09/13/2019,CBHCODE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B202100247,CD06329917,INSECT AND RODENT CONTROL, 01/29/2021,CBHCODE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B202100247,CD06329915,REPAIR WATER CLOSET (TOILET), 01/29/2021,CBHCODE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B202100247,CD06329916,REPAIR SINK, 01/29/2021,CBHCODE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B202205679,BCOE414,REPAIR WINDOWS, 10/28/2022,CBHCODE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B202205679,BCOE634,DEFECTIVE PLUMBING LINES, 10/28/2022,CBHCODE
3181  FERNCREST CT,020700540020,1377420,424383,100.02,2000,B202205679,CD07295860,VACATE THE BUILDING, 10/28/2022,CBHCODE
3183  FERNCREST CT,020700540020,1377510,424366,100.02,2000,B202003423,CD06103940,REPAIR LEAK AND DAMAGE, 07/30/2020,CBHCODE
3183  FERNCREST CT,020700540020,1377510,424366,100.02,2000,B202100058,CD06343671,REPAIR LEAK AND DAMAGE, 02/11/2021,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,CD07038486,REPAIR DRYER VENT, 05/24/2022,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,BCOE667,INSECT AND RODENT CONTROL, 05/24/2022,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,BCOE401,REPAIR FLASHING, 05/24/2022,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,BCOE414,REPAIR WINDOWS, 05/24/2022,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,CD07038485,DEFECTIVE PLUMBING LINES, 05/24/2022,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,CD07038488,REPAIR GUTTERS AND DOWNSPOUTS, 05/24/2022,CBHCODE
3185  FERNCREST CT,020700540020,1377690,424322,100.02,2000,B202202193,CD07038491,PAINT OR PAPER ROOMS, 05/24/2022,CBHCODE
3187  FERNCREST CT,020700540020,1377760,424319,100.02,2000,B202106254,CD06807677,REPAIR LEAK AND DAMAGE, 12/13/2021,CBHCODE
3187  FERNCREST CT,020700540020,1377760,424319,100.02,2000,B202205681,BCOE605,REPAIR LEAK AND DAMAGE, 10/28/2022,CBHCODE
3187  FERNCREST CT,020700540020,1377760,424319,100.02,2000,B202205681,BCOE634,DEFECTIVE PLUMBING LINES, 10/28/2022,CBHCODE
3187  FERNCREST CT,020700540020,1377760,424319,100.02,2000,B202203284,CD07119413,PAINT OR PAPER ROOMS, 07/11/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B201805605,BCOE400,REPAIR ROOF, 08/22/2018,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B201805605,BCOE605,REPAIR LEAK AND DAMAGE, 08/22/2018,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202106598,CD06828751,TOILET ROOM SURFACES, 01/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202102294,BCOE414,REPAIR WINDOWS, 05/10/2021,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202102294,BCOE605,REPAIR LEAK AND DAMAGE, 05/10/2021,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,BCOE652,REPAIR DRYER VENT, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,BCOE406,SEWER CONNECT DOWNSPOUTS, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,BCOE414,REPAIR WINDOWS, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,BCOE623,REPAIR MECHANICAL VENT, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,BCOE634,DEFECTIVE PLUMBING LINES, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,BCOE668,DEFECTIVE GAS LINES, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202205700,CD07297859,VACATE THE APARTMENT, 11/03/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202202699,CD07058578,REPAIR WINDOWS, 06/06/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202202699,BCOE652,REPAIR DRYER VENT, 06/06/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202202699,CD07058571,REPAIR LEAK AND DAMAGE, 06/06/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202202699,CD07058572,DEFECTIVE PLUMBING LINES, 06/06/2022,CBHCODE
3189  FERNCREST CT,020700540020,1377820,424309,100.02,2000,B202202699,CD07058579,INSECT AND RODENT CONTROL, 06/06/2022,CBHCODE
3191  FERNCREST CT,020700540020,1377900,424305,100.02,2000,B201806971,BCOE606,PAINT OR PAPER ROOMS, 10/10/2018,CBHCODE
3191  FERNCREST CT,020700540020,1377900,424305,100.02,2000,B201806971,CD05204249,VACATE THE APARTMENT, 10/10/2018,CBHCODE
3191  FERNCREST CT,020700540020,1377900,424305,100.02,2000,B201907832,CD05777657,REPAIR LEAK AND DAMAGE, 11/07/2019,CBHCODE
3201  GOBEL AV,02070A540001,1378334,424200,100.02,2000,B201902812,CD05386464,REPAIR SINK, 02/26/2019,CBHCODE
3201  GOBEL AV,02070A540001,1378334,424200,100.02,2000,B201902812,CD05386465,REPAIR BATH OR SHOWER, 02/26/2019,CBHCODE
3201  GOBEL AV,02070A540001,1378334,424200,100.02,2000,B202001016,BCOE414,REPAIR WINDOWS, 02/12/2020,CBHCODE
3203  GOBEL AV,02070A540001,1378180,424241,100.02,2000,B201905737,BCOE414,REPAIR WINDOWS, 07/31/2019,CBHCODE
3205  GOBEL AV,02070A540001,1378380,424164,100.02,2000,B202001257,CD05901799,VACATE THE APARTMENT, 02/25/2020,CBHCODE
3205  GOBEL AV,02070A540001,1378380,424164,100.02,2000,B202001257,BCOE606,PAINT OR PAPER ROOMS, 02/25/2020,CBHCODE
3207  GOBEL AV,02070A540001,1378360,424261,100.02,2000,B202202586,BCOE414,REPAIR WINDOWS, 06/06/2022,CBHCODE
3207  GOBEL AV,02070A540001,1378360,424261,100.02,2000,B202202586,CD07058582,REPAIR LEAK AND DAMAGE, 06/06/2022,CBHCODE
3207  GOBEL AV,02070A540001,1378360,424261,100.02,2000,B202202586,CD07058584,REPAIR DRYER VENT, 06/06/2022,CBHCODE
3259  FERNCROFT DR,020900040180,1377419,424745,100.02,2000,B201902957,CD05396184,REPAIR GUTTERS AND DOWNSPOUTS, 03/04/2019,CBHCODE
3259  FERNCROFT DR,020900040180,1377419,424745,100.02,2000,B201902957,CD05396183,DEFECTIVE PLUMBING LINES, 03/04/2019,CBHCODE
3310  FELICITY DR,020900030184,1375899,424903,100.02,2000,B202204235,BCOE400,REPAIR ROOF, 08/22/2022,CBHCODE
3310  FELICITY DR,020900030184,1375899,424903,100.02,2000,B202204235,BCOE414,REPAIR WINDOWS, 08/22/2022,CBHCODE
2815  MONTANA AV,020900030059,1375697,425483,100.02,2001,B201801909,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 02/07/2018,CBHCODE
2815  MONTANA AV,020900030059,1375697,425483,100.02,2001,B202203091,CD07071969,PAINT OR PAPER ROOMS, 06/14/2022,CBHCODE
2815  MONTANA AV,020900030059,1375697,425483,100.02,2001,B202203091,CD07071968,REPAIR LEAK AND DAMAGE, 06/14/2022,CBHCODE
2815  MONTANA AV,020900030059,1375697,425483,100.02,2001,B202203091,BCOE621,TOILET ROOM SURFACES, 06/14/2022,CBHCODE
2815  MONTANA AV,020900030059,1375697,425483,100.02,2001,B202203091,CD07071970,REPAIR WINDOWS, 06/14/2022,CBHCODE
2815  MONTANA AV,020900030059,1375697,425483,100.02,2001,B201801909,BCOE413,PAINT EXTERIOR, 02/07/2018,CBHCODE
2821  MONTANA AV,020900030060,1375627,425418,100.02,2001,B202000222,CD05865560,REPAIR BATH OR SHOWER, 01/24/2020,CBHCODE
2821  MONTANA AV,020900030060,1375627,425418,100.02,2001,B202000222,CD05865557,REPAIR GUTTERS AND DOWNSPOUTS, 01/24/2020,CBHCODE
2821  MONTANA AV,020900030060,1375627,425418,100.02,2001,B202000222,CD05865556,DRAINAGE OF PAVING REQUIRED, 01/24/2020,CBHCODE
2821  MONTANA AV,020900030060,1375627,425418,100.02,2001,B202000222,BCOE605,REPAIR LEAK AND DAMAGE, 01/24/2020,CBHCODE
2821  MONTANA AV,020900030060,1375627,425418,100.02,2001,B202000222,CD05865558,PAINT EXTERIOR, 01/24/2020,CBHCODE
2753  MONTANA AV,020900030306,1376346,425937,100.02,2002,B201904371,BCOE605,REPAIR LEAK AND DAMAGE, 06/11/2019,CBHCODE
3410  TINAVIEW CT,020900030355,1376738,425544,100.02,2002,B202206788,BCOE412,WEATHERTIGHT EXTERIOR, 02/14/2023,CBHCODE
3410  TINAVIEW CT,020900030355,1376738,425544,100.02,2002,B202206788,BCOE411,REPAIR SIDING, 02/14/2023,CBHCODE
3421  MILLRICH AV,020900030135,1376866,425661,100.02,2002,B201807827,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/05/2018,CBHCODE
3421  MILLRICH AV,020900030135,1376866,425661,100.02,2002,B201807827,BCOE413,PAINT EXTERIOR, 12/05/2018,CBHCODE
3421  MILLRICH AV,020900030135,1376866,425661,100.02,2002,B201804892,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/11/2018,CBHCODE
2580  WESTWOOD NORTHERN BLVD,020900040053,1377432,425273,100.02,2003,B202202439,CD07136603,PAINT OR PAPER ROOMS, 07/19/2022,CBHCODE
2580  WESTWOOD NORTHERN BLVD,020900040053,1377432,425273,100.02,2003,B202205317,BCOE667,INSECT AND RODENT CONTROL, 10/06/2022,CBHCODE
2596  WESTWOOD NORTHERN BLVD,020900030096,1377226,425311,100.02,2003,B201804804,CD05106095,INSECT AND RODENT CONTROL, 08/10/2018,CBHCODE
2600  WESTWOOD NORTHERN BLVD,020900030320,1377169,425297,100.02,2003,B202000092,BCOE406,SEWER CONNECT DOWNSPOUTS, 01/15/2020,CBHCODE
3400  MILLRICH AV,020900030023,1376975,425344,100.02,2003,B201800266,CD04785291,REPAIR WATER CLOSET (TOILET), 01/25/2018,CBHCODE
3411  BELLTONE AV,020900030279,1377209,425515,100.02,2003,B202002646,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/20/2020,CBHCODE
3411  BELLTONE AV,020900030279,1377209,425515,100.02,2003,B202002646,CD05980071,DRAINAGE OF PAVING REQUIRED, 05/20/2020,CBHCODE
3411  FERNCROFT DR,020900030271,1377310,425849,100.02,2003,B202205729,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/16/2022,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202102906,BCOE605,REPAIR LEAK AND DAMAGE, 05/28/2021,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202102905,BCOE605,REPAIR LEAK AND DAMAGE, 05/28/2021,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202102905,BCOE617,REPAIR BATH OR SHOWER, 05/28/2021,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202106241,CD06807681,TOILET ROOM SURFACES, 12/27/2021,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202003648,CD06066227,REPAIR LEAK AND DAMAGE, 07/09/2020,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B201905408,BCOE605,REPAIR LEAK AND DAMAGE, 07/29/2019,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202003154,CD06032998,REPAIR LEAK AND DAMAGE, 06/17/2020,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202003154,CD06331576,REPAIR LEAK AND DAMAGE, 06/17/2020,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B201805359,CD05105370,REPAIR LEAK AND DAMAGE, 08/10/2018,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202205635,CD07293524,PAINT EXTERIOR, 10/27/2022,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202205635,BCOE411,REPAIR SIDING, 10/27/2022,CBHCODE
2441  WESTWOOD NORTHERN BLVD,020700530049,1379500,424227,100.02,3001,B202205635,BCOE412,WEATHERTIGHT EXTERIOR, 10/27/2022,CBHCODE
2443  WESTWOOD NORTHERN BLVD,020700530049,1379510,424120,100.02,3001,B202205639,BCOE634,DEFECTIVE PLUMBING LINES, 10/27/2022,CBHCODE
2443  WESTWOOD NORTHERN BLVD,020700530049,1379510,424120,100.02,3001,B202205639,BCOE204,CLOGGED YARD DRAINS, 10/27/2022,CBHCODE
2443  WESTWOOD NORTHERN BLVD,020700530049,1379510,424120,100.02,3001,B202205639,BCOE413,PAINT EXTERIOR, 10/27/2022,CBHCODE
2443  WESTWOOD NORTHERN BLVD,020700530049,1379510,424120,100.02,3001,B202205639,BCOE623,REPAIR MECHANICAL VENT, 10/27/2022,CBHCODE
2445  WESTWOOD NORTHERN BLVD,020700530049,1379470,424033,100.02,3001,B202002334,CD05960712,REPAIR WATER CLOSET (TOILET), 04/30/2020,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202104590,CD06671117,REPAIR LEAK AND DAMAGE, 08/30/2021,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202100511,BCOE606,PAINT OR PAPER ROOMS, 02/24/2021,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202201082,CD06874860,REPAIR LEAK AND DAMAGE, 02/10/2022,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202201201,BCOE412,WEATHERTIGHT EXTERIOR, 05/09/2022,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202201201,BCOE414,REPAIR WINDOWS, 05/09/2022,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202201201,BCOE617,REPAIR BATH OR SHOWER, 05/09/2022,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B201904002,CD05514553,REPAIR LEAK AND DAMAGE, 05/24/2019,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B201904002,CD05514554,REPAIR MECHANICAL VENT, 05/24/2019,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202001082,BCOE667,INSECT AND RODENT CONTROL, 02/12/2020,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202001082,CD05888028,REPAIR SINK, 02/12/2020,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202002946,CD06010714,REPAIR BATH OR SHOWER, 06/05/2020,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202205648,CD07294749,DEFECTIVE PLUMBING LINES, 10/27/2022,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202205044,CD07243691,REPAIR LEAK AND DAMAGE, 09/22/2022,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202104590,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/30/2021,CBHCODE
2447  WESTWOOD NORTHERN BLVD,020700530049,1379480,423905,100.02,3001,B202104590,CD06671072,REPAIR BATH OR SHOWER, 08/30/2021,CBHCODE
2449  WESTWOOD NORTHERN BLVD,020700530049,1379500,423820,100.02,3001,B202105813,BCOE605,REPAIR LEAK AND DAMAGE, 11/09/2021,CBHCODE
2449  WESTWOOD NORTHERN BLVD,020700530049,1379500,423820,100.02,3001,B202105813,BCOE621,TOILET ROOM SURFACES, 11/09/2021,CBHCODE
2449  WESTWOOD NORTHERN BLVD,020700530049,1379500,423820,100.02,3001,B202205650,BCOE634,DEFECTIVE PLUMBING LINES, 10/27/2022,CBHCODE
2451  WESTWOOD NORTHERN BLVD,020700530049,1379480,423725,100.02,3001,B202004393,CD06156133,REPAIR LEAK AND DAMAGE, 09/03/2020,CBHCODE
2451  WESTWOOD NORTHERN BLVD,020700530049,1379480,423725,100.02,3001,B201902683,CD05371274,REPAIR BATH OR SHOWER, 02/14/2019,CBHCODE
2451  WESTWOOD NORTHERN BLVD,020700530049,1379480,423725,100.02,3001,B202205652,BCOE605,REPAIR LEAK AND DAMAGE, 10/27/2022,CBHCODE
2451  WESTWOOD NORTHERN BLVD,020700530049,1379480,423725,100.02,3001,B202205652,CD07294751,DEFECTIVE PLUMBING LINES, 10/27/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202205573,CD07429065,DEFECTIVE PLUMBING LINES, 02/10/2023,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202205573,CD07429067,REPAIR LAVATORY, 02/10/2023,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202106407,CD06822225,REPAIR WATER CLOSET (TOILET), 12/27/2021,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202106407,CD06822226,TOILET ROOM SURFACES, 12/27/2021,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B201806217,CD05162951,REPAIR BATH OR SHOWER, 09/13/2018,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202203113,CD07294747,DEFECTIVE PLUMBING LINES, 10/27/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202203107,BCOE411,REPAIR SIDING, 10/27/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202203107,BCOE414,REPAIR WINDOWS, 10/27/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202203107,BCOE605,REPAIR LEAK AND DAMAGE, 10/27/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530049,1379345,423750,100.02,3001,B202203107,BCOE623,REPAIR MECHANICAL VENT, 10/27/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530310,1382239,440779,100.02,3001,B202200118,CD06839516,REPAIR WATER CLOSET (TOILET), 01/11/2022,CBHCODE
2453  WESTWOOD NORTHERN BLVD,020700530310,1382239,440779,100.02,3001,B202200118,CD06839518,REPAIR BATH OR SHOWER, 01/11/2022,CBHCODE
2455  WESTWOOD NORTHERN BLVD,020700530049,1379312,423834,100.02,3001,B202105843,BCOE414,REPAIR WINDOWS, 11/19/2021,CBHCODE
2455  WESTWOOD NORTHERN BLVD,020700530049,1379312,423834,100.02,3001,B202105843,BCOE667,INSECT AND RODENT CONTROL, 11/19/2021,CBHCODE
2455  WESTWOOD NORTHERN BLVD,020700530049,1379312,423834,100.02,3001,B202105843,CD06783965,TOILET ROOM SURFACES, 11/19/2021,CBHCODE
2455  WESTWOOD NORTHERN BLVD,020700530049,1379312,423834,100.02,3001,B202005258,CD06207965,REPAIR BATH OR SHOWER, 10/14/2020,CBHCODE
2455  WESTWOOD NORTHERN BLVD,020700530049,1379312,423834,100.02,3001,B201803888,CD04981299,REPAIR WATER CLOSET (TOILET), 05/31/2018,CBHCODE
2455  WESTWOOD NORTHERN BLVD,020700530049,1379312,423834,100.02,3001,B201803888,CD04981300,INSECT AND RODENT CONTROL, 05/31/2018,CBHCODE
2459  WESTWOOD NORTHERN BLVD,020700530049,1379360,424036,100.02,3001,B201806215,CD05162949,REPAIR LEAK AND DAMAGE, 09/13/2018,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B201802825,BCOE667,INSECT AND RODENT CONTROL, 04/11/2018,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B201804467,CD05034566,REPAIR LEAK AND DAMAGE, 06/28/2018,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B201804467,CD05034568,REPAIR WINDOWS, 06/28/2018,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202002508,CD05971516,REPAIR BATH OR SHOWER, 05/13/2020,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202003927,CD06115133,REPAIR BATH OR SHOWER, 08/06/2020,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202004094,CD06105917,REPAIR LEAK AND DAMAGE, 07/31/2020,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202205667,BCOE605,REPAIR LEAK AND DAMAGE, 10/27/2022,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202205667,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/27/2022,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202205667,BCOE414,REPAIR WINDOWS, 10/27/2022,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202205667,BCOE606,PAINT OR PAPER ROOMS, 10/27/2022,CBHCODE
2461  WESTWOOD NORTHERN BLVD,020700530049,1379350,424142,100.02,3001,B202205667,BCOE652,REPAIR DRYER VENT, 10/27/2022,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202103190,CD06548423,REPAIR LEAK AND DAMAGE, 06/18/2021,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B201907007,CD05726574,REPAIR SINK, 10/03/2019,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B201907007,BCOE617,REPAIR BATH OR SHOWER, 10/03/2019,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B201907007,CD05726573,REPAIR LEAK AND DAMAGE, 10/03/2019,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE600,PAINT HALLS, 02/17/2023,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE406,SEWER CONNECT DOWNSPOUTS, 02/17/2023,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE413,PAINT EXTERIOR, 02/17/2023,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE414,REPAIR WINDOWS, 02/17/2023,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE623,REPAIR MECHANICAL VENT, 02/17/2023,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE634,DEFECTIVE PLUMBING LINES, 02/17/2023,CBHCODE
2465  WESTWOOD NORTHERN BLVD,020900040141,1379180,424320,100.02,3001,B202301075,BCOE667,INSECT AND RODENT CONTROL, 02/17/2023,CBHCODE
2469  WESTWOOD NORTHERN BLVD,020900040141,1379090,424398,100.02,3001,B202005232,CD06207969,REPAIR LEAK AND DAMAGE, 10/14/2020,CBHCODE
2469  WESTWOOD NORTHERN BLVD,020900040141,1379090,424398,100.02,3001,B202201512,BCOE600,PAINT HALLS, 11/16/2022,CBHCODE
2469  WESTWOOD NORTHERN BLVD,020900040141,1379090,424398,100.02,3001,B202201512,BCOE605,REPAIR LEAK AND DAMAGE, 11/16/2022,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE606,PAINT OR PAPER ROOMS, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE615,REPAIR LAVATORY, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE621,TOILET ROOM SURFACES, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE634,DEFECTIVE PLUMBING LINES, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE400,REPAIR ROOF, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE411,REPAIR SIDING, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE414,REPAIR WINDOWS, 01/27/2023,CBHCODE
2475  GATE ST,02070A540162,1378218,422788,100.02,3001,B202203023,BCOE605,REPAIR LEAK AND DAMAGE, 01/27/2023,CBHCODE
3032  WORTHINGTON AV,02070A540147,1378400,422867,100.02,3001,B202004477,CD06158004,REPAIR ROOF, 09/04/2020,CBHCODE
3032  WORTHINGTON AV,02070A540147,1378400,422867,100.02,3001,B202003391,BCOE204,CLOGGED YARD DRAINS, 07/06/2020,CBHCODE
3032  WORTHINGTON AV,02070A540147,1378400,422867,100.02,3001,B202003391,BCOE414,REPAIR WINDOWS, 07/06/2020,CBHCODE
3032  WORTHINGTON AV,02070A540147,1378400,422867,100.02,3001,B202004477,BCOE413,PAINT EXTERIOR, 09/04/2020,CBHCODE
3068  WORTHINGTON AV,02070A540084,1378445,423333,100.02,3001,B201908260,BCOE413,PAINT EXTERIOR, 12/18/2019,CBHCODE
3091  MCHENRY AV,020700540236,1378753,423314,100.02,3001,B202103321,CD06562154,REPAIR WINDOWS, 06/29/2021,CBHCODE
